iter,x_n,y_n,x_next,y_next,error_norm
0,1.5,3.5,2.036027424,2.843877591,0.847243775
1,2.036027424,2.843877591,1.998700808,3.002288172,0.162748851
2,1.998700808,3.002288172,1.99999998,2.99999942,0.002631774
3,1.99999998,2.99999942,2,3,5.80E-07
